"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"21",1.08230506892996,1.08283724913652,1.08285960948483,1.08778408603056,1.07691620250059,1.07322102468496,1.08806292043534,1.09443251392296,1.10308492929912,1.10773518604754,1.10702863436152,1.10554181023704,1.11172440959392,1.12338214263323,1.1303533500857,1.12748513172796,1.13083936965137,1.12071255938813,1.12032925597731
"22",1.0203979551037,1.02083572700123,1.02875547553841,1.04399145763564,1.05596026303497,1.06674078456065,1.06401617552277,1.06372570185764,1.07330845163157,1.08372200391688,1.08350799293107,1.06831150762081,1.07109758249769,1.07846975470463,1.09266091179133,1.10434405629938,1.12291458178595,1.11514160876243,1.11903671546356
"23",1.05798360670682,1.05792823614973,1.05806299168753,1.06259518143859,1.04092560291604,1.05549813192554,1.05186586192524,1.04093424010665,1.05880026217701,1.06575558364588,1.05667275376328,1.06480965819323,1.0539812967033,1.0680783886581,1.08025375880374,1.08236235237642,1.09851239876575,1.09793506863317,1.11643930287287
"24",1.07056532300243,1.07046667863228,1.0678588754569,1.06754229501719,1.04434455075873,1.03389131897602,1.03207942268333,1.03474447675796,1.047364184979,1.04996305152796,1.05238413146676,1.06941916226463,1.06680988344829,1.07208418019086,1.06877195438052,1.07199617979664,1.08023071590819,1.08919633667055,1.09535889449856
"25",1.08294384823486,1.08287251445354,1.06614766236463,1.06148440657262,1.03330971573728,1.02633195358115,1.01960004195735,1.02840277825588,1.02029854941974,1.03160678769159,1.03884757216691,1.04803965813197,1.05402875352206,1.06368721067564,1.06657618579356,1.06332224449891,1.07056354051806,1.0836820514789,1.08980787229956
"26",1.08518552598872,1.08469531853253,1.08305376484362,1.08261065506871,1.08719822096536,1.08891500957575,1.07788723196208,1.07677864215964,1.05767850009001,1.05891794967808,1.06825320759764,1.06556318360831,1.05902384972988,1.06657582081081,1.06708732541333,1.07551375943926,1.07573311570341,1.07185693125754,1.07921228981514
"27",1.11110503157531,1.11059946571982,1.08165504660302,1.08179194666353,1.09972619379674,1.10296407459123,1.10364588071671,1.0976897143054,1.07727420370401,1.0686490454868,1.07498027140018,1.08021620542571,1.08228595972287,1.07521766117933,1.0687306116992,1.07161578542429,1.07020763138898,1.05905181761086,1.07187674503689
"28",1.11275257758891,1.11222113767574,1.12282840932213,1.1139838754474,1.12195952535508,1.10193196727333,1.10758973105,1.1097775232357,1.11270627180149,1.09634752711894,1.09533929709204,1.0904476995772,1.09663311878951,1.08818929546625,1.0752698330777,1.06506519286475,1.06591782571278,1.07323000925689,1.07017620935751
"29",1.08905007034876,1.08870247055862,1.10013589294874,1.10153867079059,1.10200702226964,1.1119345861089,1.11200913110261,1.10926722647089,1.10517029827888,1.08124085932144,1.07176370610174,1.06970352614651,1.07393019056138,1.06500210813585,1.07469366578146,1.0783148699816,1.06862459031942,1.07086585399877,1.04888476359637
"30",1.07628121458262,1.07627366665089,1.08570866061897,1.09886713251879,1.09433008366692,1.09971131811754,1.0945113174865,1.08635100441359,1.09479854478517,1.07307707630125,1.07115712680201,1.0830915615787,1.07683936320904,1.06450298558491,1.07068207564434,1.08007077531012,1.08075313207231,1.08941215736342,1.08222205751302
"31",0.878682408683701,0.879093780157516,0.910526766658148,0.951380115542655,0.976165996733822,0.996667276544191,1.02001482728762,1.04204832634014,1.05668237841074,1.07282184685056,1.07948611939691,1.07729112791426,1.07097839045974,1.07558475418359,1.07563040208138,1.07819165250712,1.05883842919648,1.04012948593123,1.0502188577568
"32",0.975447663810087,0.975817489298374,0.967251962768284,0.964653833820925,0.971264358310144,0.972804041336233,0.992897624735053,0.996886953283244,1.01372970763909,1.02330238518483,1.03814494375041,1.05066024627559,1.05634752938382,1.07133135079809,1.07462596296812,1.06361279567868,1.07399977972481,1.08237896830177,1.06611758052095
"33",1.02411909883905,1.02430140628847,0.99970133947271,0.984867483563056,0.970551740812088,0.971304007391218,0.974739117089788,0.980042481086288,0.987541676004737,1.0063228618552,1.0153960068624,1.02477951699225,1.03939134048161,1.0331978832091,1.01296320469241,1.03283771775664,1.05417815349563,1.06647650054165,1.07176546415513
"34",1.07383922307277,1.07372327264081,1.05823895059204,1.0265508043483,1.01961068972875,1.00923329721234,1.00240942353308,0.998565385034879,0.999874865524286,1.00927086659059,1.01655049973615,1.02449377901429,1.02774272294728,1.04526626558633,1.05475365264348,1.05588310453609,1.04759793410808,1.05114245475445,1.06658821757112
"35",1.08518552598872,1.08533373606064,1.08216833552367,1.06670534961687,1.06576233015962,1.05684334747348,1.04369466141098,1.02780305507919,1.02203922280142,1.02820353619004,1.02923789177168,1.03643471335944,1.03516552302482,1.04505284706931,1.05576367799224,1.02609339050673,1.01229938997708,1.02567760994244,1.04147327035488
"36",1.07140828782369,1.0718114986532,1.083694338171,1.08243699781362,1.08639660663057,1.08375471013681,1.07771666145907,1.06946933952102,1.05557469548885,1.04325238374123,1.03588063786029,1.03498055555578,1.03720084071683,1.04055610491568,1.04090005378985,1.05908831103558,1.05404172269717,1.04529192103219,1.04475530353508
"37",1.02089923136382,1.021440738256,1.03367289933489,1.04819386396373,1.05676625968063,1.05155472746308,1.06527525155618,1.05929517046744,1.04045496424527,1.0338326574962,1.01628483162399,1.02445752724907,1.03215648421055,1.02726182465881,1.03019309992401,1.03235753129894,1.02610021784861,1.02863599090719,1.03909388746142
"38",1.0186972918452,1.0193817612052,1.02446329581689,1.03185505749873,1.03849696546817,1.04550333429374,1.02776191747619,1.0385126232828,1.02759878747008,1.01193547393232,1.02809070924902,1.02874824439715,1.02131256282617,1.02651991730255,1.02308456386321,1.02541684215772,1.019361636239,1.01679986847441,1.0300478352293
"39",0.969807580297268,0.97014954903359,0.975121589690711,0.987910224301272,0.999375323784752,1.01480858353903,1.01448273641994,1.02130709015848,1.0234054011364,1.02355834658927,1.02505167242694,1.03032211151916,1.01711615151654,1.02233707553899,1.02660189892571,1.02908573694855,1.045619837893,1.03103162245095,1.02127956594337
"40",0.884083008741425,0.884396040991182,0.894481237885429,0.910996113749078,0.940379816204105,0.955593033589323,0.96524785076376,0.982527675759459,0.996260248540574,1.00946843288628,1.0107677273946,1.02201956572085,1.01613001211137,1.02066071654666,1.02495808804752,1.01921805737427,1.01793456626978,1.03308798858079,1.02640346532346
"41",0.967910460617501,0.968253511056955,0.966035752720983,0.954743478156097,0.954684012310826,0.95979806947564,0.967251838138867,0.975722015027478,0.958809361630818,0.966563123792277,0.977996881382536,0.988905941408099,0.993589902825306,0.999991169226629,1.00592485345164,1.01683220247143,1.0143919008305,1.02324193236376,1.01530634340552
"42",1.03918240603251,1.03961504648382,1.0254809599842,1.02186550611129,0.992652970297788,0.981617855812859,0.982220304447559,0.975004597836695,0.986880182159457,0.993716886937412,0.973887684749004,0.972813383891093,0.985018376609137,0.993654317024879,0.999464097323616,1.00272476092362,0.999832634615196,1.00621050398038,0.999184193236378
"43",1.06231172092209,1.06271314267457,1.04147923020486,1.04120351481226,1.02518995489945,1.01370574090384,1.01182120136954,0.994662074631639,0.989877547796743,0.994259259082675,0.976426649142582,0.953449901587665,0.945312666102822,0.936770227059179,0.950445457810236,0.963777604566386,0.977748659166815,0.984738484297186,0.998652861103629
"44",1.06158652275099,1.06190607009412,1.05905000843374,1.05288676078789,1.04404997723538,1.02202266525263,1.01953035749219,1.02652982918461,1.00933588816108,1.00196513073427,0.985457319774052,0.996321301742781,0.983678657038563,0.981416766889768,0.979374427615999,0.97839326870785,0.98756800312341,0.985854657336443,0.981209602404838
"45",1.05065012666423,1.05054496985068,1.03567506722305,1.04047791855347,1.03971057659,1.04771115868178,1.03624229297726,1.0403847734889,1.04447201157982,1.0440113909897,1.0440035046227,1.03337686681871,1.02823433232552,1.01763874330586,0.992420410414744,0.987030916430247,0.98172331558133,0.967710239473635,0.972172367322995
"46",1.06459737939253,1.0641719778545,1.06096194926215,1.04557489719425,1.05623744276206,1.04795671468781,1.04092460509423,1.04399491997024,1.04481519315012,1.04942342207236,1.0457102325311,1.04782472321063,1.05051726447378,1.04151534845244,1.02862728069761,1.00403344112924,0.990870037002667,0.955925609154199,0.964761075275048
"47",1.10337238530576,1.10268898373863,1.10423343036269,1.08854289240278,1.09074666859317,1.09593172294802,1.08789566697425,1.06833957652575,1.06891145988962,1.05801916236785,1.06242422549454,1.05746880646188,1.05388166163577,1.04462234298157,1.03892485054497,1.03188275943387,1.0355327286054,0.991716617734712,0.989910432659276
"48",1.10510554436377,1.10448707691982,1.09920238246925,1.10156417773892,1.10441368506429,1.10610962296438,1.1033972623805,1.10034278300922,1.09918829767103,1.09091760581056,1.07760642567223,1.07242529757083,1.06516623342043,1.05653324994131,1.05424785821975,1.05312665003622,1.0399259092379,1.01783711125536,1.01395977310091
"49",1.08102976837741,1.0807638883032,1.09170308245107,1.09893281240212,1.10522212782236,1.10571582021907,1.10984242868746,1.1099252299696,1.10745044872211,1.10246595125084,1.10014460684567,1.08376174137044,1.08119986056927,1.07700102793969,1.07669543436347,1.07636506116979,1.06610074330088,1.08616539035052,1.0695171695149
"50",1.08039324447062,1.08043765269175,1.09236582497871,1.09500191141232,1.09823814696995,1.08943053250907,1.08941175575373,1.09372840111737,1.10408119325335,1.10026732126493,1.09985095980795,1.08862388605109,1.09704681200083,1.09725186170244,1.09028618525937,1.09213008781447,1.07651517260147,1.09610569694503,1.07936262946897
"51",1.06804436855265,1.06811758083297,1.04551867906548,1.03482925774532,1.03952923475286,1.04582680663286,1.05957607534094,1.05982381102861,1.06815575119765,1.08161348281211,1.09788587173156,1.09638863312312,1.09799431504257,1.09265086368382,1.09344687465193,1.08612903925469,1.08133875653985,1.09322162132409,1.09525197175053
"52",0.99610276569647,0.995954024522616,1.01514669484079,1.02220091493278,1.00293343795589,1.01762968882452,1.02854851648346,1.03756244644759,1.02982028449444,1.04724785532735,1.05554386359045,1.07053266827252,1.06358316848621,1.06874473987205,1.07404332061905,1.0777621838736,1.08825054833333,1.09135060105743,1.10015230201429
"53",0.961453915041953,0.961029421450104,0.982165204861614,0.991598585690311,0.988231870461525,1.00142956561551,1.00432615090545,1.01272338486836,1.02013022117929,1.02639765532729,1.02660420321607,1.04861591087538,1.0425906851052,1.04128730586121,1.05131253009383,1.06661915772653,1.06243144264363,1.07930493153428,1.08761091826823
"54",0.986376797225856,0.986096867436637,0.9889176163974,0.988807500499444,0.992911034424738,0.992252118673992,1.00424486762865,1.01222024689257,1.01516476451636,1.00422604282777,1.00652334645708,1.00623613953183,1.00213726152362,0.99983347292808,1.00979261798129,1.01050021714788,1.03025266401358,1.04790093621219,1.05749243494601
"55",0.99963678556097,0.999309565713584,1.0000197292057,0.9723330694834,0.986374737850006,0.998951844114023,0.997639665657112,0.999710724499065,1.01082058379556,1.00250376466042,0.993736606533728,0.989779871772549,1.00456968918472,1.0158334442097,1.00922260560158,1.01192982448565,1.01419673588488,1.00934846232738,1.00909012809266
"56",1.02381637371376,1.02374150948277,1.02366789002046,1.01270809859717,1.00955381552283,1.00247243499943,0.996599552979007,0.995241390715515,0.987920080929942,0.98709345465709,0.991948480503817,0.988582919491258,0.981436216033198,0.992804025817831,0.992781655536328,1.00168837066272,1.00223837528295,0.997791656572429,0.990284747135367
"57",1.06079933439347,1.06069292504264,1.05518202749546,1.06229318503037,1.04520344160452,1.03710991898989,1.01981324135021,1.01675319553823,1.01950656141016,1.01237423486688,1.01629792349763,1.00507327378389,1.01193669485162,1.01710442030953,1.01430269867154,1.02200327977504,1.03021096990348,1.02242469153856,1.01926312124294
"58",1.09932913182803,1.09888591891272,1.08318323302095,1.07738055638515,1.06735599288406,1.0593951240444,1.03707205445418,1.03464800750146,1.03694586444334,1.03558678092405,1.0321647555689,1.01449805631938,1.00722797925204,0.992844014844036,0.994521188395128,0.99288247153321,1.00196621803879,1.01493512847573,1.02023431046921
"59",1.10215880784303,1.10140037285427,1.09733607614004,1.09727764995885,1.09417463791991,1.05775467626018,1.04387687740036,1.04394251340035,1.04782494503271,1.04498941667626,1.04663594422812,1.03650599592785,1.04475551941384,1.00784466267088,1.00043707144737,0.998553876819939,0.975707177659805,0.995162292959047,1.00826536572285
"60",1.11639443368932,1.11568957658042,1.11880406053917,1.11682129134186,1.11142920413284,1.10714646255511,1.09068384611707,1.07536164665652,1.0623672499185,1.05551948706981,1.05392992981688,1.05094558157393,1.05867072413958,1.07140260656865,1.04625347867246,1.03076501255608,1.03034999289097,1.03104266723285,1.03087591121293
"61",1.11816877668515,1.11753358517038,1.11835325286235,1.11769676534059,1.10484912330733,1.09050819611925,1.07604915514526,1.0706540026272,1.06921096391007,1.065093080226,1.05735796957644,1.05548556188944,1.05749974306837,1.04351314403326,1.04232222929176,1.02983247361879,1.0139999273548,1.00568041826362,1.00146006932828
"62",1.03432057091972,1.04377857432704,1.05430130942722,1.04936418227102,1.05612710118856,1.06358839555372,1.06082299533831,1.06450512663212,1.0626855798996,1.06249289474538,1.03836723216746,1.0341089434941,1.03687896965265,1.03586639870225,1.04704374666659,1.0460379962002,1.059804665084,1.05412175150431,1.04440473549819
"63",0.962169815202074,0.980064589003905,0.987551631704825,1.00888681818017,0.99914493597312,1.00831440089663,1.03677416131935,1.04070979707564,1.03194222985146,1.03826971272947,1.04735068762757,1.0385407476218,1.02030662237193,1.00016620346705,1.01396805357444,1.02727302327328,1.04108575689348,1.04286058815293,1.04397360868444
"64",0.878577918980825,0.907317705164374,0.917974976895609,0.945662312547759,0.959951855202344,0.958345178457376,0.978565064302809,0.987161640337526,0.989817821761346,1.00794987398265,1.02006001893825,1.01985589837147,1.02714979639262,1.03812752406848,1.03783069810946,1.04021119276563,1.03789437972412,1.02401450563211,1.02838645641755
"65",1.04747997346912,1.02593240128157,0.984197527965,0.963953982204224,0.968082288380029,0.960171714816393,0.978978007929595,0.984562680687854,0.988718428374203,0.993417814768537,0.998553724114975,1.01518686630215,1.01384605969335,1.02346746320282,1.0287961881187,1.02933684357191,1.02069965329625,1.03380085323434,1.038220892606
"66",1.01126154518939,0.980634434317119,1.00602808575093,1.01486941982511,1.01819832520631,1.02647395168909,1.03372871596503,1.0240493243969,1.0198484609046,1.00996063451593,1.01583595495937,1.02572704781124,1.02813893495326,1.03950312687436,1.01793819759473,0.982858020652037,0.968617353812116,0.981701008356709,0.970090525768078
"67",1.04788795008975,1.02723944220336,1.02956526068973,1.03489442519663,1.01611243436407,1.04197589156466,1.03679500993714,1.02461520138188,1.02810006640918,1.01187141595425,1.00115005757052,1.00325565933328,1.01614239459331,1.02293332358134,1.02065222164417,1.00043543827963,1.01188647851006,1.00773056698772,1.01495934424857
"68",1.07291756760117,1.06201009238043,1.05040647050776,1.04804393689693,0.991054720313785,1.00102586522747,1.00299599410421,0.975298856966933,0.979248554113991,0.983297971103976,0.990144255341601,0.98361460109611,0.99014537115519,1.00301027532798,1.01832636878974,1.00234276522084,1.00631293840873,1.00349222021835,1.01183022189961
"69",1.07480300313927,1.0809808417608,1.07488740222925,1.05640118411456,1.03105196516923,1.02387055307205,1.01243962225095,1.00516276339378,1.01302485596588,1.01260275518431,0.995891578945576,0.994602328650902,0.999571249122269,1.00001770089352,1.00875417251627,0.986559412865582,1.00763361557534,1.00627343550478,1.00653704812365
"70",1.07522288906686,1.08271409172901,1.07742393655182,1.06962023681982,1.08550949736946,1.06797198844899,1.05109874953994,1.05694703584002,1.01134133604684,1.01662562780688,1.01714398723691,1.01705054143734,1.01661010649959,1.02069898666797,1.02438250049117,1.02442112259461,1.01485396988057,1.01998676736186,1.00213256249608
"71",1.10035240223748,1.08700617689899,1.05622163709006,1.01978544655405,1.04925376243853,1.05018186650147,1.05740378653519,1.0610702874755,1.0732805922103,1.06456231615939,1.05435484491707,1.04881904306349,1.0367715779372,1.02632282536238,1.02421173529135,1.04652154276426,1.02483540206364,1.02231121730339,1.01479924341119
"72",1.01630598364838,1.01811093404658,1.01808608123595,1.03812285236823,1.05081206609433,1.05844354897962,1.06905782150806,1.05953981074236,1.06450875797878,1.05769261298542,1.06053859616012,1.05707785048799,1.04801402853153,1.03056459343826,1.03354255959155,1.04790968681923,1.04174152946012,1.03466830837264,1.03425365511055
"73",1.0411147279854,1.04196398533572,1.04517577393062,1.04715941578931,1.05542766100674,1.05231236259854,1.05762804209429,1.05920461515718,1.06119022944213,1.05927023989667,1.05738913016412,1.0567334200276,1.04268292730859,1.02260146888028,1.02995005591186,1.04122162031727,1.0376267773189,1.03577557707153,1.0453057651477
"74",1.06563956968073,1.07145747251335,1.07464966300408,1.06910750812034,1.07296962670719,1.05996959745193,1.04821409547942,1.05355028588238,1.04738943185194,1.05475673028763,1.04960875903023,1.04337559089557,1.05114638131065,1.0585138986658,1.03652047159421,1.04198117392246,1.03504152721989,1.03733075582663,1.04544485565028
"75",0.945191872611628,0.97297813857476,1.0051913202986,1.01489550326497,1.02984315737172,1.03392674756417,0.994332556774316,1.01478824254882,1.01518366149834,1.0294570750396,0.997888277396979,1.00378497882198,1.0123737240473,1.0204534822637,1.01261421895468,1.0244588123322,1.02550317091112,1.02102847937115,1.01291186578154
"76",0.957591140860991,0.965482357152869,0.974334095033251,0.986655887243534,0.995619323889698,1.00911559031012,1.00726313717887,1.00721801791911,1.00897494871815,1.015663663814,1.03472055492607,1.01845633033268,1.02360916831489,1.02968111008464,1.03694656759259,1.04361821728397,1.04533243755286,1.02607607150988,1.00034061072056
"77",1.04152244865428,1.02873673663316,1.01848370729908,1.01874541019863,0.999623777937625,0.980374860032144,1.01680738707519,1.01477040628393,0.996738727553729,1.00883648032861,1.02261641118534,1.02154928825297,0.999327449130578,0.99880465049898,1.00789805978216,1.00205057541785,1.02107839624387,1.0239966390641,1.01980296636929
"78",0.993079544065711,0.998334714427507,1.00321621774092,0.986397602093314,0.972318490784597,0.970687820446513,0.979248938079562,0.983747443938582,0.988990455362664,0.98819013084577,1.00011001994365,0.988277763360982,0.989396691834233,0.999047948508277,0.997781809617397,0.959490278854574,0.972755120231956,0.995396831377527,1.01480660858397
"79",0.993760601850413,1.00034233774994,0.999383304585779,0.993635361335503,0.980810493571707,0.98885502069506,0.983491920921565,0.984335167236501,0.99953745149053,0.992102198062731,1.00079635252584,1.00155428226988,0.967275665000987,0.951593534116821,0.973762799837464,0.98294557087725,0.975688320871576,0.958890381861984,0.973427793026119
"80",0.945840470112685,0.95360458735803,0.950970567692839,0.961260222001832,0.96317293274471,0.969874504943838,0.959477654974629,0.9648065100504,0.971968354191053,0.979621184767024,0.985515079319935,0.991656875516587,1.01611452246772,1.01878034096023,1.00839329295614,0.999063773456972,0.982192835039655,0.971500812598794,0.972015231141885
"81",0.958624445015344,0.965688086598292,0.957010533969134,0.952127353597977,0.982467798015189,0.983521020409755,0.973890976420538,0.980370736879232,0.977197929825787,0.983662028304477,0.9697466342124,0.9829248859146,0.991313554007476,0.981101003470018,0.982800270808411,0.984624921817407,0.986373232721753,0.996726237858428,0.989007252910591
"82",0.959471535835681,0.970663339685034,0.97130349818555,0.934902267623069,0.956322040001854,0.966992136934307,0.981462880108242,0.989612813519069,0.972400770489287,0.975877852773842,0.955626206236883,0.96104351904129,0.963678000392316,0.98377597978989,0.992686556385667,1.00443838397838,0.995547286175837,1.00252215087266,0.99572837155328
"83",0.947512386882009,0.941145461962511,0.947519514060032,0.968133051464662,0.944051411927384,0.955279124277967,0.958421110441366,0.954278291298336,0.960570799563366,0.964377737054717,0.964468264002537,0.956962096491318,0.948280923729659,0.953961374391467,0.961335867254864,0.981642223031573,0.998091658584671,0.965113655236109,0.979836293765185
"84",0.985019220037382,0.922682298495441,0.942484688190489,0.932746701539319,0.920352050349216,0.931653135997605,0.920556358743242,0.909430569388026,0.9330464392438,0.931237029576219,0.955374883913477,0.973940739504095,0.990094510473496,0.996172258894559,0.983150023763959,0.971221199452982,0.98427515992258,0.998370428096254,0.98440634440004
"85",1.02190326286595,1.01636838518222,0.993564867854549,0.987050557913979,0.991836082621322,0.983145136442181,0.980490565911401,0.978767141498194,0.983216173176127,0.973955191548963,0.983976674177305,0.977667819901597,0.978054718679578,0.980414509411532,0.97646206085338,0.980864844844756,0.968935295687176,0.977398328178699,0.96335461022837
"86",1.02240601956322,1.02550502169972,1.00646140875296,1.00951791683785,1.01435299322253,0.952298041734535,0.934141269335218,0.940608815645135,0.945363118251212,0.952026698686202,0.955613152559927,0.97308843631233,0.963872486712583,0.97256636081847,0.965792000044925,0.96723938469586,0.957761077791045,0.933837068020037,0.940146245374158
"87",1.05839980796831,1.00197849255305,1.00222334210132,1.0122443017885,1.00836788451553,0.974438819552841,0.950525438373294,0.954513494137878,0.950924184852606,0.945322224679354,0.925233438245993,0.933484525039388,0.948013694289223,0.959205834095764,0.970571917311509,0.984513360437188,0.987501245635808,0.958889366341306,0.953373844969625
"88",1.0214010003756,1.01976711733086,1.0212756412206,1.0237625121816,0.978346554748086,0.989475235926138,0.99416086296337,0.9862981135113,0.972727694095131,0.945132635689641,0.94513974006747,0.937058503032715,0.936952802516062,0.938890059295458,0.906771202124909,0.920249363947193,0.943397704380588,0.971545821000389,0.958439258235977
"89",0.959754232222198,0.953599012302523,0.974495011802939,0.974774108658605,0.976441763524898,0.989423573721845,0.991240958945957,0.988825392436009,0.963262733714475,0.976881191588572,0.972689687936236,0.965970601175381,0.951811354155751,0.937084524315722,0.937365328488606,0.931400357669053,0.942313593913281,0.955527970707021,0.964470368630717
